,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns,ViewData.BreakID,ViewData.Task ID,ViewData.Source Combination Code,BusinessDate
33,,272_4551294430_CACEIS,1859496032,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496032,1859496032,4551380013,-590882299,2021-05-24
34,,264_4551294438_CACEIS,1859497838,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497838,1859497838,4551380013,-590882299,2021-05-24
35,,127_4551294439_CACEIS,1859498204,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498204,1859498204,4551380013,-590882299,2021-05-24
36,,105_4551294432_CACEIS,1859496446,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496446,1859496446,4551380013,-590882299,2021-05-24
37,,79_4551294437_CACEIS,1859497296,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497296,1859497296,4551380013,-590882299,2021-05-24
38,,31_4551294440_CACEIS,1859498534,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498534,1859498534,4551380013,-590882299,2021-05-24
39,,87_4551294430_CACEIS,1859495899,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495899,1859495899,4551380013,-590882299,2021-05-24
40,,105_4551294440_CACEIS,1859498441,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498441,1859498441,4551380013,-590882299,2021-05-24
41,,261_4551294441_CACEIS,1859498712,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498712,1859498712,4551380013,-590882299,2021-05-24
42,,127_4551294440_CACEIS,1859498539,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498539,1859498539,4551380013,-590882299,2021-05-24
43,,87_4551294437_CACEIS,1859497278,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497278,1859497278,4551380013,-590882299,2021-05-24
44,,31_4551294441_CACEIS,1859498939,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498939,1859498939,4551380013,-590882299,2021-05-24
45,,105_4551294430_CACEIS,1859495921,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495921,1859495921,4551380013,-590882299,2021-05-24
46,,79_4551294439_CACEIS,1859497937,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497937,1859497937,4551380013,-590882299,2021-05-24
47,,285_4551294441_CACEIS,1859498891,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498891,1859498891,4551380013,-590882299,2021-05-24
48,,219_4551294438_CACEIS,1859497662,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497662,1859497662,4551380013,-590882299,2021-05-24
49,,127_4551294438_CACEIS,1859497817,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497817,1859497817,4551380013,-590882299,2021-05-24
50,,302_4551294438_CACEIS,1859497825,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497825,1859497825,4551380013,-590882299,2021-05-24
51,,261_4551294440_CACEIS,1859498467,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498467,1859498467,4551380013,-590882299,2021-05-24
52,,105_4551294439_CACEIS,1859498008,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498008,1859498008,4551380013,-590882299,2021-05-24
53,,127_4551294436_CACEIS,1859496871,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496871,1859496871,4551380013,-590882299,2021-05-24
54,,29_4551294441_CACEIS,1859498934,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498934,1859498934,4551380013,-590882299,2021-05-24
55,,79_4551294430_CACEIS,1859496050,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496050,1859496050,4551380013,-590882299,2021-05-24
56,,285_4551294440_CACEIS,1859498557,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498557,1859498557,4551380013,-590882299,2021-05-24
57,,8_4551294439_CACEIS,1859497990,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497990,1859497990,4551380013,-590882299,2021-05-24
58,,219_4551294441_CACEIS,1859498878,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498878,1859498878,4551380013,-590882299,2021-05-24
59,,105_4551294437_CACEIS,1859497300,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497300,1859497300,4551380013,-590882299,2021-05-24
60,,127_4551294441_CACEIS,1859498770,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498770,1859498770,4551380013,-590882299,2021-05-24
61,,261_4551294437_CACEIS,1859497197,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497197,1859497197,4551380013,-590882299,2021-05-24
62,,302_4551294437_CACEIS,1859497246,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497246,1859497246,4551380013,-590882299,2021-05-24
63,,285_4551294438_CACEIS,1859497730,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497730,1859497730,4551380013,-590882299,2021-05-24
64,,127_4551294437_CACEIS,1859497198,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497198,1859497198,4551380013,-590882299,2021-05-24
65,,79_4551294438_CACEIS,1859497745,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497745,1859497745,4551380013,-590882299,2021-05-24
66,,105_4551294438_CACEIS,1859497695,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497695,1859497695,4551380013,-590882299,2021-05-24
67,,29_4551294438_CACEIS,1859497784,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497784,1859497784,4551380013,-590882299,2021-05-24
68,,213_4551294439_CACEIS,1859498115,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498115,1859498115,4551380013,-590882299,2021-05-24
69,,261_4551294432_CACEIS,1859496682,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496682,1859496682,4551380013,-590882299,2021-05-24
70,,127_4551294432_CACEIS,1859496548,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496548,1859496548,4551380013,-590882299,2021-05-24
71,,105_4551294441_CACEIS,1859498648,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498648,1859498648,4551380013,-590882299,2021-05-24
72,,302_4551294441_CACEIS,1859498919,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498919,1859498919,4551380013,-590882299,2021-05-24
73,,8_4551294438_CACEIS,1859497595,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497595,1859497595,4551380013,-590882299,2021-05-24
74,,285_4551294439_CACEIS,1859497976,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497976,1859497976,4551380013,-590882299,2021-05-24
75,,29_4551294437_CACEIS,1859497439,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497439,1859497439,4551380013,-590882299,2021-05-24
76,,79_4551294436_CACEIS,1859496864,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496864,1859496864,4551380013,-590882299,2021-05-24
77,,34_4551294440_CACEIS,1859498271,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498271,1859498271,4551380013,-590882299,2021-05-24
78,,213_4551294441_CACEIS,1859498768,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498768,1859498768,4551380013,-590882299,2021-05-24
79,,302_4551294440_CACEIS,1859498501,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498501,1859498501,4551380013,-590882299,2021-05-24
80,,105_4551294436_CACEIS,1859497008,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497008,1859497008,4551380013,-590882299,2021-05-24
81,,261_4551294439_CACEIS,1859498214,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498214,1859498214,4551380013,-590882299,2021-05-24
82,,8_4551294441_CACEIS,1859498693,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498693,1859498693,4551380013,-590882299,2021-05-24
83,,34_4551294437_CACEIS,1859497482,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497482,1859497482,4551380013,-590882299,2021-05-24
84,,164_4551294430_CACEIS,1859495815,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495815,1859495815,4551380013,-590882299,2021-05-24
85,,267_4551294441_CACEIS,1859498754,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498754,1859498754,4551380013,-590882299,2021-05-24
86,,29_4551294436_CACEIS,1859497084,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497084,1859497084,4551380013,-590882299,2021-05-24
87,,79_4551294441_CACEIS,1859498779,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498779,1859498779,4551380013,-590882299,2021-05-24
88,,213_4551294437_CACEIS,1859497262,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497262,1859497262,4551380013,-590882299,2021-05-24
89,,261_4551294436_CACEIS,1859497091,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497091,1859497091,4551380013,-590882299,2021-05-24
90,,302_4551294430_CACEIS,1859496090,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496090,1859496090,4551380013,-590882299,2021-05-24
91,,34_4551294438_CACEIS,1859497821,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497821,1859497821,4551380013,-590882299,2021-05-24
92,,267_4551294440_CACEIS,1859498483,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498483,1859498483,4551380013,-590882299,2021-05-24
93,,8_4551294436_CACEIS,1859496881,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496881,1859496881,4551380013,-590882299,2021-05-24
94,,164_4551294440_CACEIS,1859498422,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498422,1859498422,4551380013,-590882299,2021-05-24
95,,29_4551294430_CACEIS,1859496040,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496040,1859496040,4551380013,-590882299,2021-05-24
96,,68_4551294440_CACEIS,1859498392,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498392,1859498392,4551380013,-590882299,2021-05-24
97,,267_4551294437_CACEIS,1859497193,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497193,1859497193,4551380013,-590882299,2021-05-24
98,,302_4551294436_CACEIS,1859496997,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496997,1859496997,4551380013,-590882299,2021-05-24
99,,261_4551294430_CACEIS,1859495982,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495982,1859495982,4551380013,-590882299,2021-05-24
100,,213_4551294440_CACEIS,1859498542,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498542,1859498542,4551380013,-590882299,2021-05-24
101,,34_4551294441_CACEIS,1859498746,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498746,1859498746,4551380013,-590882299,2021-05-24
102,,8_4551294430_CACEIS,1859495837,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495837,1859495837,4551380013,-590882299,2021-05-24
103,,267_4551294436_CACEIS,1859496845,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496845,1859496845,4551380013,-590882299,2021-05-24
104,,34_4551294439_CACEIS,1859498216,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498216,1859498216,4551380013,-590882299,2021-05-24
105,,164_4551294438_CACEIS,1859497677,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497677,1859497677,4551380013,-590882299,2021-05-24
106,,213_4551294438_CACEIS,1859497656,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497656,1859497656,4551380013,-590882299,2021-05-24
107,,261_4551294438_CACEIS,1859497778,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497778,1859497778,4551380013,-590882299,2021-05-24
108,,68_4551294441_CACEIS,1859498810,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498810,1859498810,4551380013,-590882299,2021-05-24
109,,29_4551294432_CACEIS,1859496720,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496720,1859496720,4551380013,-590882299,2021-05-24
110,,267_4551294432_CACEIS,1859496475,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496475,1859496475,4551380013,-590882299,2021-05-24
111,,302_4551294439_CACEIS,1859497941,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497941,1859497941,4551380013,-590882299,2021-05-24
112,,34_4551294430_CACEIS,1859496075,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496075,1859496075,4551380013,-590882299,2021-05-24
113,,8_4551294440_CACEIS,1859498319,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498319,1859498319,4551380013,-590882299,2021-05-24
114,,164_4551294439_CACEIS,1859497917,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497917,1859497917,4551380013,-590882299,2021-05-24
115,,267_4551294430_CACEIS,1859495836,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495836,1859495836,4551380013,-590882299,2021-05-24
116,,34_4551294432_CACEIS,1859496755,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496755,1859496755,4551380013,-590882299,2021-05-24
117,,29_4551294439_CACEIS,1859498184,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498184,1859498184,4551380013,-590882299,2021-05-24
118,,213_4551294436_CACEIS,1859497068,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497068,1859497068,4551380013,-590882299,2021-05-24
119,,256_4551294440_CACEIS,1859498460,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498460,1859498460,4551380013,-590882299,2021-05-24
120,,68_4551294438_CACEIS,1859497617,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497617,1859497617,4551380013,-590882299,2021-05-24
121,,302_4551294432_CACEIS,1859496522,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496522,1859496522,4551380013,-590882299,2021-05-24
122,,267_4551294439_CACEIS,1859498024,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498024,1859498024,4551380013,-590882299,2021-05-24
123,,8_4551294432_CACEIS,1859496520,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496520,1859496520,4551380013,-590882299,2021-05-24
124,,34_4551294436_CACEIS,1859497120,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497120,1859497120,4551380013,-590882299,2021-05-24
125,,213_4551294430_CACEIS,1859495805,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495805,1859495805,4551380013,-590882299,2021-05-24
126,,256_4551294438_CACEIS,1859497770,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497770,1859497770,4551380013,-590882299,2021-05-24
127,,29_4551294440_CACEIS,1859498525,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498525,1859498525,4551380013,-590882299,2021-05-24
128,,164_4551294437_CACEIS,1859497276,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497276,1859497276,4551380013,-590882299,2021-05-24
129,,267_4551294438_CACEIS,1859497547,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497547,1859497547,4551380013,-590882299,2021-05-24
130,,278_4551294441_CACEIS,1859498711,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498711,1859498711,4551380013,-590882299,2021-05-24
131,,68_4551294437_CACEIS,1859497346,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497346,1859497346,4551380013,-590882299,2021-05-24
