,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns,ViewData.BreakID,ViewData.Task ID,ViewData.Source Combination Code,BusinessDate
10,,33_4551294430_CACEIS,1859496067,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496067,1859496067,4551294440,-590882299,2021-05-17
11,1_4551294432_Integrata,,1859496457,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859496457,1859496457,4551294440,-590882299,2021-05-17
12,1_4551294438_Integrata,,1859497537,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859497537,1859497537,4551294440,-590882299,2021-05-17
13,1_4551294430_Integrata,,1859495772,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859495772,1859495772,4551294440,-590882299,2021-05-17
14,1_4551294437_Integrata,,1859497177,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859497177,1859497177,4551294440,-590882299,2021-05-17
15,1_4551294439_Integrata,,1859497896,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859497896,1859497896,4551294440,-590882299,2021-05-17
16,,107_4551294430_CACEIS,1859496030,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496030,1859496030,4551294440,-590882299,2021-05-17
17,,42_4551294436_CACEIS,1859496859,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496859,1859496859,4551294440,-590882299,2021-05-17
18,,42_4551294432_CACEIS,1859496506,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496506,1859496506,4551294440,-590882299,2021-05-17
19,,171_4551294437_CACEIS,1859497348,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497348,1859497348,4551294440,-590882299,2021-05-17
20,,42_4551294430_CACEIS,1859495868,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495868,1859495868,4551294440,-590882299,2021-05-17
21,,161_4551294436_CACEIS,1859497090,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497090,1859497090,4551294440,-590882299,2021-05-17
22,,171_4551294430_CACEIS,1859496007,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496007,1859496007,4551294440,-590882299,2021-05-17
23,,171_4551294436_CACEIS,1859497044,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497044,1859497044,4551294440,-590882299,2021-05-17
24,,161_4551294432_CACEIS,1859496592,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496592,1859496592,4551294440,-590882299,2021-05-17
25,,161_4551294439_CACEIS,1859498203,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498203,1859498203,4551294440,-590882299,2021-05-17
26,,171_4551294432_CACEIS,1859496760,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496760,1859496760,4551294440,-590882299,2021-05-17
27,,161_4551294438_CACEIS,1859497846,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497846,1859497846,4551294440,-590882299,2021-05-17
28,,161_4551294437_CACEIS,1859497330,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497330,1859497330,4551294440,-590882299,2021-05-17
29,,161_4551294430_CACEIS,1859496046,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496046,1859496046,4551294440,-590882299,2021-05-17
30,1_4551294436_Integrata,,1859496815,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859496815,1859496815,4551294440,-590882299,2021-05-17
31,,178_4551294432_CACEIS,1859496484,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496484,1859496484,4551294440,-590882299,2021-05-17
32,,178_4551294430_CACEIS,1859496006,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496006,1859496006,4551294440,-590882299,2021-05-17
33,,317_4551294438_CACEIS,1859497834,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497834,1859497834,4551294440,-590882299,2021-05-17
34,,317_4551294437_CACEIS,1859497256,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497256,1859497256,4551294440,-590882299,2021-05-17
35,,317_4551294436_CACEIS,1859496875,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496875,1859496875,4551294440,-590882299,2021-05-17
36,,317_4551294432_CACEIS,1859496549,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496549,1859496549,4551294440,-590882299,2021-05-17
37,,317_4551294430_CACEIS,1859496004,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496004,1859496004,4551294440,-590882299,2021-05-17
38,,1_4551294440_CACEIS,1859498254,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498254,1859498254,4551294440,-590882299,2021-05-17
39,,1_4551294439_CACEIS,1859497928,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497928,1859497928,4551294440,-590882299,2021-05-17
40,,96_4551294440_CACEIS,1859498256,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498256,1859498256,4551294440,-590882299,2021-05-17
41,,1_4551294438_CACEIS,1859497535,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497535,1859497535,4551294440,-590882299,2021-05-17
42,,1_4551294437_CACEIS,1859497173,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497173,1859497173,4551294440,-590882299,2021-05-17
43,,1_4551294436_CACEIS,1859496810,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496810,1859496810,4551294440,-590882299,2021-05-17
44,,1_4551294432_CACEIS,1859496454,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496454,1859496454,4551294440,-590882299,2021-05-17
45,,96_4551294439_CACEIS,1859498074,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498074,1859498074,4551294440,-590882299,2021-05-17
46,,1_4551294430_CACEIS,1859495775,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495775,1859495775,4551294440,-590882299,2021-05-17
47,,96_4551294438_CACEIS,1859497599,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497599,1859497599,4551294440,-590882299,2021-05-17
48,,96_4551294437_CACEIS,1859497462,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497462,1859497462,4551294440,-590882299,2021-05-17
49,,96_4551294436_CACEIS,1859496853,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496853,1859496853,4551294440,-590882299,2021-05-17
50,,100_4551294440_CACEIS,1859498258,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498258,1859498258,4551294440,-590882299,2021-05-17
51,,100_4551294439_CACEIS,1859498071,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498071,1859498071,4551294440,-590882299,2021-05-17
52,,150_4551294440_CACEIS,1859498259,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498259,1859498259,4551294440,-590882299,2021-05-17
53,,96_4551294432_CACEIS,1859496707,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496707,1859496707,4551294440,-590882299,2021-05-17
54,,100_4551294438_CACEIS,1859497601,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497601,1859497601,4551294440,-590882299,2021-05-17
55,,100_4551294437_CACEIS,1859497289,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497289,1859497289,4551294440,-590882299,2021-05-17
56,,96_4551294430_CACEIS,1859495856,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495856,1859495856,4551294440,-590882299,2021-05-17
57,,100_4551294436_CACEIS,1859496867,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496867,1859496867,4551294440,-590882299,2021-05-17
58,,150_4551294439_CACEIS,1859498172,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498172,1859498172,4551294440,-590882299,2021-05-17
59,,100_4551294432_CACEIS,1859496516,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496516,1859496516,4551294440,-590882299,2021-05-17
60,,100_4551294430_CACEIS,1859495875,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495875,1859495875,4551294440,-590882299,2021-05-17
61,1_4551294440_Integrata,,1859498260,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-05-14.Caceis yet to book.,1859498260,1859498260,4551294440,-590882299,2021-05-17
62,,150_4551294432_CACEIS,1859496557,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496557,1859496557,4551294440,-590882299,2021-05-17
63,,150_4551294430_CACEIS,1859495968,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495968,1859495968,4551294440,-590882299,2021-05-17
64,,150_4551294438_CACEIS,1859497781,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497781,1859497781,4551294440,-590882299,2021-05-17
65,,150_4551294437_CACEIS,1859497267,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497267,1859497267,4551294440,-590882299,2021-05-17
66,,150_4551294436_CACEIS,1859497106,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497106,1859497106,4551294440,-590882299,2021-05-17
67,,162_4551294440_CACEIS,1859498262,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498262,1859498262,4551294440,-590882299,2021-05-17
68,,162_4551294436_CACEIS,1859497103,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497103,1859497103,4551294440,-590882299,2021-05-17
69,,162_4551294438_CACEIS,1859497854,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497854,1859497854,4551294440,-590882299,2021-05-17
70,,162_4551294437_CACEIS,1859497339,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497339,1859497339,4551294440,-590882299,2021-05-17
71,,162_4551294430_CACEIS,1859496055,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496055,1859496055,4551294440,-590882299,2021-05-17
72,,162_4551294439_CACEIS,1859498211,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498211,1859498211,4551294440,-590882299,2021-05-17
73,,162_4551294432_CACEIS,1859496598,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496598,1859496598,4551294440,-590882299,2021-05-17
74,,48_4551294440_CACEIS,1859498264,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498264,1859498264,4551294440,-590882299,2021-05-17
75,,48_4551294439_CACEIS,1859497962,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497962,1859497962,4551294440,-590882299,2021-05-17
76,,48_4551294438_CACEIS,1859497703,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497703,1859497703,4551294440,-590882299,2021-05-17
77,,48_4551294437_CACEIS,1859497207,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497207,1859497207,4551294440,-590882299,2021-05-17
78,,48_4551294436_CACEIS,1859496920,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496920,1859496920,4551294440,-590882299,2021-05-17
79,,48_4551294432_CACEIS,1859496569,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496569,1859496569,4551294440,-590882299,2021-05-17
80,,48_4551294430_CACEIS,1859495882,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495882,1859495882,4551294440,-590882299,2021-05-17
81,,2_4551294440_CACEIS,1859498266,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498266,1859498266,4551294440,-590882299,2021-05-17
82,,2_4551294439_CACEIS,1859497939,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497939,1859497939,4551294440,-590882299,2021-05-17
83,,2_4551294438_CACEIS,1859497541,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497541,1859497541,4551294440,-590882299,2021-05-17
84,,2_4551294437_CACEIS,1859497184,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497184,1859497184,4551294440,-590882299,2021-05-17
85,,2_4551294436_CACEIS,1859496820,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496820,1859496820,4551294440,-590882299,2021-05-17
86,,2_4551294432_CACEIS,1859496467,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496467,1859496467,4551294440,-590882299,2021-05-17
87,,2_4551294430_CACEIS,1859495782,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495782,1859495782,4551294440,-590882299,2021-05-17
88,,104_4551294440_CACEIS,1859498267,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498267,1859498267,4551294440,-590882299,2021-05-17
89,,104_4551294439_CACEIS,1859498081,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498081,1859498081,4551294440,-590882299,2021-05-17
90,,104_4551294438_CACEIS,1859497608,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497608,1859497608,4551294440,-590882299,2021-05-17
91,,104_4551294432_CACEIS,1859496716,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496716,1859496716,4551294440,-590882299,2021-05-17
92,,104_4551294430_CACEIS,1859495847,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495847,1859495847,4551294440,-590882299,2021-05-17
93,,104_4551294437_CACEIS,1859497470,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497470,1859497470,4551294440,-590882299,2021-05-17
94,,104_4551294436_CACEIS,1859496862,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496862,1859496862,4551294440,-590882299,2021-05-17
95,,214_4551294440_CACEIS,1859498268,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498268,1859498268,4551294440,-590882299,2021-05-17
96,,78_4551294440_CACEIS,1859498269,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498269,1859498269,4551294440,-590882299,2021-05-17
97,,214_4551294439_CACEIS,1859498088,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498088,1859498088,4551294440,-590882299,2021-05-17
98,,78_4551294439_CACEIS,1859497916,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497916,1859497916,4551294440,-590882299,2021-05-17
99,,214_4551294438_CACEIS,1859497729,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497729,1859497729,4551294440,-590882299,2021-05-17
100,,78_4551294438_CACEIS,1859497754,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497754,1859497754,4551294440,-590882299,2021-05-17
101,,78_4551294437_CACEIS,1859497245,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497245,1859497245,4551294440,-590882299,2021-05-17
102,,214_4551294437_CACEIS,1859497314,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497314,1859497314,4551294440,-590882299,2021-05-17
103,,78_4551294436_CACEIS,1859496838,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496838,1859496838,4551294440,-590882299,2021-05-17
104,,78_4551294432_CACEIS,1859496552,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496552,1859496552,4551294440,-590882299,2021-05-17
105,,78_4551294430_CACEIS,1859496008,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496008,1859496008,4551294440,-590882299,2021-05-17
106,,214_4551294436_CACEIS,1859496843,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496843,1859496843,4551294440,-590882299,2021-05-17
107,,214_4551294432_CACEIS,1859496658,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496658,1859496658,4551294440,-590882299,2021-05-17
108,,214_4551294430_CACEIS,1859495839,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495839,1859495839,4551294440,-590882299,2021-05-17
109,,155_4551294440_CACEIS,1859498270,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498270,1859498270,4551294440,-590882299,2021-05-17
110,,155_4551294439_CACEIS,1859497899,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497899,1859497899,4551294440,-590882299,2021-05-17
111,,155_4551294432_CACEIS,1859496583,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496583,1859496583,4551294440,-590882299,2021-05-17
112,,155_4551294438_CACEIS,1859497837,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497837,1859497837,4551294440,-590882299,2021-05-17
113,,155_4551294437_CACEIS,1859497321,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497321,1859497321,4551294440,-590882299,2021-05-17
114,,155_4551294436_CACEIS,1859497080,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497080,1859497080,4551294440,-590882299,2021-05-17
115,,155_4551294430_CACEIS,1859496038,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496038,1859496038,4551294440,-590882299,2021-05-17
116,,34_4551294440_CACEIS,1859498271,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498271,1859498271,4551294440,-590882299,2021-05-17
117,,34_4551294439_CACEIS,1859498216,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498216,1859498216,4551294440,-590882299,2021-05-17
118,,34_4551294438_CACEIS,1859497821,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497821,1859497821,4551294440,-590882299,2021-05-17
119,,34_4551294437_CACEIS,1859497482,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497482,1859497482,4551294440,-590882299,2021-05-17
120,,34_4551294432_CACEIS,1859496755,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496755,1859496755,4551294440,-590882299,2021-05-17
121,,34_4551294430_CACEIS,1859496075,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496075,1859496075,4551294440,-590882299,2021-05-17
122,,34_4551294436_CACEIS,1859497120,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497120,1859497120,4551294440,-590882299,2021-05-17
123,,74_4551294440_CACEIS,1859498272,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498272,1859498272,4551294440,-590882299,2021-05-17
124,,74_4551294439_CACEIS,1859498193,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498193,1859498193,4551294440,-590882299,2021-05-17
125,,74_4551294430_CACEIS,1859495892,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859495892,1859495892,4551294440,-590882299,2021-05-17
126,,74_4551294438_CACEIS,1859497666,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497666,1859497666,4551294440,-590882299,2021-05-17
127,,74_4551294437_CACEIS,1859497202,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497202,1859497202,4551294440,-590882299,2021-05-17
128,,74_4551294436_CACEIS,1859497037,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497037,1859497037,4551294440,-590882299,2021-05-17
129,,74_4551294432_CACEIS,1859496533,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859496533,1859496533,4551294440,-590882299,2021-05-17
130,,3_4551294440_CACEIS,1859498273,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498273,1859498273,4551294440,-590882299,2021-05-17
131,,3_4551294439_CACEIS,1859497947,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497947,1859497947,4551294440,-590882299,2021-05-17
132,,250_4551294440_CACEIS,1859498274,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859498274,1859498274,4551294440,-590882299,2021-05-17
133,,3_4551294437_CACEIS,1859497189,OB,OB,No-pair,fx wire,Caceis booked the fx wire for SD 2021-05-17. Integrata yet to book,1859497189,1859497189,4551294440,-590882299,2021-05-17
